fact_id,question,template,gold_answer,direct_model_answer,relative_model_answer,direct_correct,relative_correct,model
run_0023,List the events in chronological order.,order.full,"Abolition of Slavery in U.S., Defense of Marriage Act Passed, First automobile built, First Masters Tournament held, Great Galveston hurricane, Elementary and Secondary Education Act, First Tweet Posted, Ulysses published, Michael Jordan's 'The Shot', First stock exchange established, California Gold Rush starts, Marshall Plan enacted, Apollo 13 returns safely, First Container Ship Launched, First space tourist launched, First video game console, Civil Rights Act Passed, Bilingual Education Act Passed, Pioneer 10 exits Solar System, First computer built, First civilian spaceflight","Abolition of Slavery in U.S., Defense of Marriage Act Passed, First automobile built, First Masters Tournament held, Great Galveston hurricane, Elementary and Secondary Education Act, First Tweet Posted, Ulysses published, Michael Jordan's 'The Shot', First stock exchange established, California Gold Rush starts, Marshall Plan enacted, Apollo 13 returns safely, First Container Ship Launched, First space tourist launched, First video game console, Civil Rights Act Passed, Bilingual Education Act Passed, Pioneer 10 exits Solar System, First computer built, First civilian spaceflight","Abolition of Slavery in U.S., Defense of Marriage Act Passed, First stock exchange established, Michael Jordan's 'The Shot', Ulysses published, First automobile built, First Masters Tournament held, Great Galveston hurricane, California Gold Rush starts, Marshall Plan enacted, Apollo 13 returns safely, First Container Ship Launched, First space tourist launched, First video game console, Civil Rights Act Passed, Bilingual Education Act Passed, Pioneer 10 exits Solar System, First computer built, First Tweet Posted, Elementary and Secondary Education Act, First civilian spaceflight",1,0,gemini:gemini-2.0-flash
run_0023,What is the reverse order of the events?,order.reverse,"First civilian spaceflight, First computer built, Pioneer 10 exits Solar System, Bilingual Education Act Passed, Civil Rights Act Passed, First video game console, First space tourist launched, First Container Ship Launched, Apollo 13 returns safely, Marshall Plan enacted, California Gold Rush starts, First stock exchange established, Michael Jordan's 'The Shot', Ulysses published, First Tweet Posted, Elementary and Secondary Education Act, Great Galveston hurricane, First Masters Tournament held, First automobile built, Defense of Marriage Act Passed, Abolition of Slavery in U.S.","First civilian spaceflight, First computer built, Pioneer 10 exits Solar System, Bilingual Education Act Passed, Civil Rights Act Passed, First space tourist launched, First video game console, First Container Ship Launched, Apollo 13 returns safely, Marshall Plan enacted, California Gold Rush starts, First stock exchange established, Michael Jordan's 'The Shot', Ulysses published, First Tweet Posted, Elementary and Secondary Education Act, Great Galveston hurricane, First Masters Tournament held, First automobile built, Defense of Marriage Act Passed, Abolition of Slavery in U.S.","First video game console, Civil Rights Act Passed, Bilingual Education Act Passed, Pioneer 10 exits Solar System, First computer built, First civilian spaceflight, Apollo 13 returns safely, First Container Ship Launched, First space tourist launched, Elementary and Secondary Education Act, First Tweet Posted, Ulysses published, Michael Jordan's 'The Shot', First stock exchange established, Great Galveston hurricane, First Masters Tournament held, First automobile built, Defense of Marriage Act Passed, Abolition of Slavery in U.S., Marshall Plan enacted, California Gold Rush starts",1,0,gemini:gemini-2.0-flash
run_0023,Tell me the 5th event in order.,order.nth,Great Galveston hurricane,Great Galveston hurricane,First stock exchange established,1,0,gemini:gemini-2.0-flash
run_0023,What was the duration of First video game console?,dur.single,8 days,8 days,8 days,1,1,gemini:gemini-2.0-flash
run_0023,What event had the maximum duration?,dur.longest,First civilian spaceflight,First civilian spaceflight,First civilian spaceflight,1,1,gemini:gemini-2.0-flash
run_0023,Identify the shortest-lasting event.,dur.shortest,California Gold Rush starts,"Bilingual Education Act Passed, California Gold Rush starts","Bilingual Education Act Passed, California Gold Rush starts",0,0,gemini:gemini-2.0-flash
run_0023,Did First stock exchange established or First space tourist launched occur first?,order.first,First stock exchange established,First stock exchange established,First stock exchange established,1,1,gemini:gemini-2.0-flash
run_0023,Identify the earliest and latest events.,order.first_last,"Abolition of Slavery in U.S., First civilian spaceflight","Abolition of Slavery in U.S., First civilian spaceflight","First stock exchange established, First video game console",1,0,gemini:gemini-2.0-flash
run_0023,Which items exceed 5 occurrences?,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0023,List events that occurred equally often.,count.same,"Abolition of Slavery in U.S., Defense of Marriage Act Passed, First automobile built, First Masters Tournament held, Great Galveston hurricane, Elementary and Secondary Education Act, First Tweet Posted, Ulysses published, Michael Jordan's 'The Shot', First stock exchange established, California Gold Rush starts, Marshall Plan enacted, Apollo 13 returns safely, First Container Ship Launched, First space tourist launched, First video game console, Civil Rights Act Passed, Bilingual Education Act Passed, Pioneer 10 exits Solar System, First computer built, First civilian spaceflight",,,0,0,gemini:gemini-2.0-flash
run_0023,Days between end of First video game console and start of First civilian spaceflight?,int.between,85 days,85 days,39 days,1,0,gemini:gemini-2.0-flash
run_0023,How many events are there?,order.count,21,21,21,1,1,gemini:gemini-2.0-flash
run_0023,Which event is in the middle of the sequence?,order.middle,California Gold Rush starts,First stock exchange established,First Tweet Posted,0,0,gemini:gemini-2.0-flash
run_0023,What is the average duration of all events?,dur.average,12 days,10 days,12 days,0,1,gemini:gemini-2.0-flash
run_0023,Order the events by shortest to longest duration.,dur.each_asc,"California Gold Rush starts, Bilingual Education Act Passed, Elementary and Secondary Education Act, Ulysses published, Civil Rights Act Passed, Apollo 13 returns safely, Great Galveston hurricane, First space tourist launched, First video game console, First automobile built, First Masters Tournament held, Marshall Plan enacted, First Container Ship Launched, Pioneer 10 exits Solar System, First stock exchange established, Abolition of Slavery in U.S., First Tweet Posted, First computer built, Defense of Marriage Act Passed, Michael Jordan's 'The Shot', First civilian spaceflight","Bilingual Education Act Passed, California Gold Rush starts, Elementary and Secondary Education Act, Ulysses published, Apollo 13 returns safely, Great Galveston hurricane, First Masters Tournament held, Marshall Plan enacted, Pioneer 10 exits Solar System, Civil Rights Act Passed, First Tweet Posted, First stock exchange established, First space tourist launched, First video game console, Michael Jordan's 'The Shot', First Container Ship Launched, First computer built, First civilian spaceflight, First automobile built, Defense of Marriage Act Passed, Abolition of Slavery in U.S.","Bilingual Education Act Passed, California Gold Rush starts, Civil Rights Act Passed, Ulysses published, Great Galveston hurricane, First space tourist launched, First video game console, Apollo 13 returns safely, Elementary and Secondary Education Act, Pioneer 10 exits Solar System, First Container Ship Launched, Marshall Plan enacted, First automobile built, First stock exchange established, Michael Jordan's 'The Shot', Defense of Marriage Act Passed, First civilian spaceflight, First computer built, Abolition of Slavery in U.S.",0,0,gemini:gemini-2.0-flash
run_0023,List events with durations in descending order.,dur.each_desc,"First civilian spaceflight, Michael Jordan's 'The Shot', Defense of Marriage Act Passed, First Tweet Posted, First computer built, Abolition of Slavery in U.S., First stock exchange established, First Container Ship Launched, Pioneer 10 exits Solar System, First automobile built, First Masters Tournament held, Marshall Plan enacted, First video game console, First space tourist launched, Great Galveston hurricane, Apollo 13 returns safely, Ulysses published, Civil Rights Act Passed, Elementary and Secondary Education Act, California Gold Rush starts, Bilingual Education Act Passed","Michael Jordan's 'The Shot', First civilian spaceflight, First computer built, First Container Ship Launched, Pioneer 10 exits Solar System, Marshall Plan enacted, First stock exchange established, First space tourist launched, First video game console, Great Galveston hurricane, Apollo 13 returns safely, Ulysses published, First Masters Tournament held, Elementary and Secondary Education Act, Bilingual Education Act Passed, California Gold Rush starts","First civilian spaceflight, Michael Jordan's 'The Shot', Defense of Marriage Act Passed, First computer built, First Container Ship Launched, First Masters Tournament held, Marshall Plan enacted, Pioneer 10 exits Solar System, First automobile built, First video game console, First space tourist launched, Great Galveston hurricane, First stock exchange established, Abolition of Slavery in U.S., Apollo 13 returns safely, Ulysses published, Civil Rights Act Passed, Elementary and Secondary Education Act, California Gold Rush starts, Bilingual Education Act Passed",0,0,gemini:gemini-2.0-flash
run_0023,What are the time intervals between consecutive events?,int.between_consecutive,"15 days, 9 days, 12 days, 3 days, 9 days, 5 days, 12 days, 19 days, 14 days, 2 days, 3 days, 3 days, 18 days, 19 days, 2 days, 8 days, 8 days, 10 days, 4 days, 19 days",,"First stock exchange established and California Gold Rush starts: 3 days, California Gold Rush starts and Marshall Plan enacted: 4 days, Marshall Plan enacted and Apollo 13 returns safely: 4 days, Apollo 13 returns safely and First Container Ship Launched: 19 days, First Container Ship Launched and First space tourist launched: 20 days, First space tourist launched and First video game console: 3 days, First video game console and Civil Rights Act Passed: 9 days, Civil Rights Act Passed and Bilingual Education Act Passed: 9 days, Bilingual Education Act Passed and Pioneer 10 exits Solar System: 11 days, Pioneer 10 exits Solar System and First computer built: 5 days, First computer built and First civilian spaceflight: 20 days, Abolition of Slavery in U.S. and Defense of Marriage Act Passed: 16 days, Defense of Marriage Act Passed and First automobile built: 10 days, First automobile built and First Masters Tournament held: 13 days, First Masters Tournament held and Great Galveston hurricane: 4 days, Great Galveston hurricane and Elementary and Secondary Education Act: 10 days, Elementary and Secondary Education Act and First Tweet Posted: 6 days, First Tweet Posted and Ulysses published: 13 days, Ulysses published and Michael Jordan's 'The Shot': 20 days",0,0,gemini:gemini-2.0-flash
run_0023,"Which comes first, Ulysses published or Michael Jordan's 'The Shot'?",int.precedes,yes,Michael Jordan's 'The Shot',Ulysses published,0,0,gemini:gemini-2.0-flash
run_0023,Name events occurring between California Gold Rush starts and Bilingual Education Act Passed.,list.between,"Marshall Plan enacted, Apollo 13 returns safely, First Container Ship Launched, First space tourist launched, First video game console, Civil Rights Act Passed","Marshall Plan enacted, Apollo 13 returns safely, First Container Ship Launched, First space tourist launched, First video game console, Civil Rights Act Passed","Apollo 13 returns safely, Marshall Plan enacted, First Container Ship Launched",1,0,gemini:gemini-2.0-flash
run_0024,List the events in chronological order.,order.full,"Panic of 1873 triggers depression, Six‑Day War begins, Abolition of Slavery in U.S., Luna 3 photographs Moon's far side, First Man on the Moon, Leicester City wins Premier League, Shakespeare's Globe opens, Gutenberg Bible printed, HIV identified, Federal Reserve Act signed, Panic of 1837 begins, First Steam Locomotive Run, First vaccine for rabies, COVID-19 pandemic declared, World Wide Web Invented, First image of black hole released, COVID-19 vaccine approved, Smallpox vaccine developed, Nation at Risk Report Released, Social Security Act signed, Rwandan Genocide begins","Panic of 1873 triggers depression, Six‑Day War begins, Abolition of Slavery in U.S., Luna 3 photographs Moon's far side, First Man on the Moon, Leicester City wins Premier League, Shakespeare's Globe opens, Gutenberg Bible printed, HIV identified, Federal Reserve Act signed, Panic of 1837 begins, First Steam Locomotive Run, First vaccine for rabies, COVID-19 pandemic declared, World Wide Web Invented, First image of black hole released, COVID-19 vaccine approved, Smallpox vaccine developed, Nation at Risk Report Released, Social Security Act signed, Rwandan Genocide begins","First Steam Locomotive Run, First vaccine for rabies, COVID-19 pandemic declared, World Wide Web Invented, World Wide Web Invented, Panic of 1873 triggers depression, Six‑Day War begins, Abolition of Slavery in U.S., Luna 3 photographs Moon's far side, First Man on the Moon, Leicester City wins Premier League, Shakespeare's Globe opens, Gutenberg Bible printed, HIV identified, Federal Reserve Act signed, Panic of 1837 begins, First Steam Locomotive Run, Smallpox vaccine developed, COVID-19 vaccine approved, First image of black hole released, Nation at Risk Report Released, Social Security Act signed, Rwandan Genocide begins",1,0,gemini:gemini-2.0-flash
run_0024,What is the reverse order of the events?,order.reverse,"Rwandan Genocide begins, Social Security Act signed, Nation at Risk Report Released, Smallpox vaccine developed, COVID-19 vaccine approved, First image of black hole released, World Wide Web Invented, COVID-19 pandemic declared, First vaccine for rabies, First Steam Locomotive Run, Panic of 1837 begins, Federal Reserve Act signed, HIV identified, Gutenberg Bible printed, Shakespeare's Globe opens, Leicester City wins Premier League, First Man on the Moon, Luna 3 photographs Moon's far side, Abolition of Slavery in U.S., Six‑Day War begins, Panic of 1873 triggers depression","Social Security Act signed, Rwandan Genocide begins, Nation at Risk Report Released, Smallpox vaccine developed, COVID-19 vaccine approved, First image of black hole released, World Wide Web Invented, First vaccine for rabies, First Steam Locomotive Run, Panic of 1837 begins, Federal Reserve Act signed, HIV identified, Leicester City wins Premier League, Shakespeare's Globe opens, Gutenberg Bible printed, First Man on the Moon, Luna 3 photographs Moon's far side, Abolition of Slavery in U.S., COVID-19 pandemic declared, Six‑Day War begins, Panic of 1873 triggers depression","Rwandan Genocide begins, Abolition of Slavery in U.S., Luna 3 photographs Moon's far side, First Man on the Moon, Leicester City wins Premier League, Shakespeare's Globe opens, Gutenberg Bible printed, HIV identified, Federal Reserve Act signed, Panic of 1837 begins, First Steam Locomotive Run, First vaccine for rabies, COVID-19 pandemic declared, World Wide Web Invented, First image of black hole released, COVID-19 vaccine approved, Smallpox vaccine developed, Nation at Risk Report Released, Social Security Act signed, Six‑Day War begins, Panic of 1873 triggers depression",0,0,gemini:gemini-2.0-flash
run_0024,What is the 14th event chronologically?,order.nth,COVID-19 pandemic declared,World Wide Web Invented,First Man on the Moon,0,0,gemini:gemini-2.0-flash
run_0024,How long did Shakespeare's Globe opens last?,dur.single,21 days,21 days,21 days,1,1,gemini:gemini-2.0-flash
run_0024,Identify the longest-lasting event.,dur.longest,Nation at Risk Report Released,First image of black hole released,Nation at Risk Report Released,0,1,gemini:gemini-2.0-flash
run_0024,What event had the minimum duration?,dur.shortest,Rwandan Genocide begins,Rwandan Genocide begins,Rwandan Genocide begins,1,1,gemini:gemini-2.0-flash
run_0024,"What occurred earlier, First image of black hole released or Six‑Day War begins?",order.first,Six‑Day War begins,Six‑Day War begins,Six‑Day War begins,1,1,gemini:gemini-2.0-flash
run_0024,What is the first and last event?,order.first_last,"Panic of 1873 triggers depression, Rwandan Genocide begins","Panic of 1873 triggers depression, Rwandan Genocide begins","Panic of 1873 triggers depression, Rwandan Genocide begins",1,1,gemini:gemini-2.0-flash
run_0024,Name events that happened over 5 times.,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0024,List events that occurred equally often.,count.same,"Panic of 1873 triggers depression, Six‑Day War begins, Abolition of Slavery in U.S., Luna 3 photographs Moon's far side, First Man on the Moon, Leicester City wins Premier League, Shakespeare's Globe opens, Gutenberg Bible printed, HIV identified, Federal Reserve Act signed, Panic of 1837 begins, First Steam Locomotive Run, First vaccine for rabies, COVID-19 pandemic declared, World Wide Web Invented, First image of black hole released, COVID-19 vaccine approved, Smallpox vaccine developed, Nation at Risk Report Released, Social Security Act signed, Rwandan Genocide begins",Rwandan Genocide begins,,0,0,gemini:gemini-2.0-flash
run_0024,Interval between Panic of 1873 triggers depression end and First image of black hole released start?,int.between,384 days,395 days,27 days,0,0,gemini:gemini-2.0-flash
run_0024,Total number of events?,order.count,21,21,21,1,1,gemini:gemini-2.0-flash
run_0024,What event sits at the midpoint of the timeline?,order.middle,Panic of 1837 begins,First Steam Locomotive Run,Federal Reserve Act signed,0,0,gemini:gemini-2.0-flash
run_0024,Compute the mean event duration.,dur.average,16 days,20 days,17 days,0,1,gemini:gemini-2.0-flash
run_0024,List events with durations in ascending order.,dur.each_asc,"Rwandan Genocide begins, First vaccine for rabies, COVID-19 pandemic declared, Luna 3 photographs Moon's far side, COVID-19 vaccine approved, Panic of 1873 triggers depression, First Man on the Moon, Gutenberg Bible printed, HIV identified, Leicester City wins Premier League, Abolition of Slavery in U.S., Six‑Day War begins, Shakespeare's Globe opens, First Steam Locomotive Run, Smallpox vaccine developed, Social Security Act signed, First image of black hole released, Federal Reserve Act signed, World Wide Web Invented, Panic of 1837 begins, Nation at Risk Report Released","Rwandan Genocide begins, First vaccine for rabies, COVID-19 pandemic declared, Luna 3 photographs Moon's far side, COVID-19 vaccine approved, First Man on the Moon, Gutenberg Bible printed, HIV identified, Federal Reserve Act signed, Panic of 1837 begins, First Steam Locomotive Run, Shakespeare's Globe opens, Leicester City wins Premier League, World Wide Web Invented, Abolition of Slavery in U.S., First image of black hole released, Smallpox vaccine developed, Nation at Risk Report Released, Social Security Act signed","Rwandan Genocide begins, First vaccine for rabies, COVID-19 pandemic declared, Luna 3 photographs Moon's far side, HIV identified, Gutenberg Bible printed, COVID-19 vaccine approved, Leicester City wins Premier League, Abolition of Slavery in U.S., Smallpox vaccine developed, Social Security Act signed, First Steam Locomotive Run, First image of black hole released, Federal Reserve Act signed, Shakespeare's Globe opens, Nation at Risk Report Released, Panic of 1837 begins, World Wide Web Invented, Six‑Day War begins, Panic of 1873 triggers depression",0,0,gemini:gemini-2.0-flash
run_0024,"Which events, sorted by decreasing duration, occurred?",dur.each_desc,"Nation at Risk Report Released, Panic of 1837 begins, World Wide Web Invented, Federal Reserve Act signed, First image of black hole released, Shakespeare's Globe opens, First Steam Locomotive Run, Smallpox vaccine developed, Social Security Act signed, Six‑Day War begins, Abolition of Slavery in U.S., Leicester City wins Premier League, First Man on the Moon, Gutenberg Bible printed, HIV identified, Panic of 1873 triggers depression, COVID-19 vaccine approved, Luna 3 photographs Moon's far side, COVID-19 pandemic declared, First vaccine for rabies, Rwandan Genocide begins","First image of black hole released, Panic of 1837 begins, First Steam Locomotive Run, Social Security Act signed, Nation at Risk Report Released, Leicester City wins Premier League, Shakespeare's Globe opens, Federal Reserve Act signed, Abolition of Slavery in U.S., HIV identified, Gutenberg Bible printed, World Wide Web Invented, First Man on the Moon, Smallpox vaccine developed, Luna 3 photographs Moon's far side, COVID-19 vaccine approved, COVID-19 pandemic declared, First vaccine for rabies, Rwandan Genocide begins, Panic of 1873 triggers depression, Six‑Day War begins","Nation at Risk Report Released, Panic of 1837 begins, World Wide Web Invented, Abolition of Slavery in U.S., Six‑Day War begins, Shakespeare's Globe opens, Smallpox vaccine developed, Social Security Act signed, First Steam Locomotive Run, Leicester City wins Premier League, First image of black hole released, Gutenberg Bible printed, HIV identified, Luna 3 photographs Moon's far side, COVID-19 vaccine approved, COVID-19 pandemic declared, First vaccine for rabies, Rwandan Genocide begins, Panic of 1873 triggers depression, First Man on the Moon",0,0,gemini:gemini-2.0-flash
run_0024,What are the time intervals between consecutive events?,int.between_consecutive,"1 days, 12 days, 13 days, 15 days, 9 days, 12 days, 11 days, 15 days, 6 days, 12 days, 16 days, 1 days, 17 days, 3 days, 13 days, 2 days, 5 days, 2 days, 4 days, 11 days",,"13 days, 14 days, 16 days, 17 days",0,0,gemini:gemini-2.0-flash
run_0024,Does COVID-19 pandemic declared occur before Abolition of Slavery in U.S.?,int.precedes,no,False,Yes,1,0,gemini:gemini-2.0-flash
run_0024,Name events occurring between First image of black hole released and HIV identified.,list.between,"Federal Reserve Act signed, Panic of 1837 begins, First Steam Locomotive Run, First vaccine for rabies, COVID-19 pandemic declared, World Wide Web Invented",,"COVID-19 vaccine approved, Smallpox vaccine developed, Nation at Risk Report Released, Social Security Act signed, Rwandan Genocide begins",0,0,gemini:gemini-2.0-flash
run_0025,Provide the events from earliest to latest.,order.full,"Arab Spring begins, Insulin discovered, First malaria vaccine approved, First Steam Locomotive Run, Brown v. Board Decision, First TV transmission, Equal Pay Act Signed, Perseverance rover lands on Mars, First Commercial Maglev Train, Luna 3 photographs Moon's far side, First Charter School Law Passed, First Autonomous Car Tested, First Container Ship Launched, First Blog Published, Nixon ends gold standard, Euro currency introduced, First GPS Satellite Launched, Penicillin discovered, First personal computer, First Automobile Invented, Stonewall Riots Begin","Arab Spring begins, Insulin discovered, First malaria vaccine approved, First Steam Locomotive Run, Brown v. Board Decision, First TV transmission, Equal Pay Act Signed, Perseverance rover lands on Mars, First Commercial Maglev Train, Luna 3 photographs Moon's far side, First Charter School Law Passed, First Autonomous Car Tested, First Container Ship Launched, First Blog Published, Nixon ends gold standard, Euro currency introduced, First GPS Satellite Launched, Penicillin discovered, First personal computer, First Automobile Invented, Stonewall Riots Begin","First Steam Locomotive Run, Brown v. Board Decision, First TV transmission, Equal Pay Act Signed, Perseverance rover lands on Mars, First Commercial Maglev Train, Luna 3 photographs Moon's far side, First Charter School Law Passed, First Autonomous Car Tested, First Container Ship Launched, First Blog Published, Nixon ends gold standard, Euro currency introduced, First GPS Satellite Launched, Penicillin discovered, First personal computer, First Automobile Invented, Stonewall Riots Begin, Arab Spring begins, Insulin discovered, First malaria vaccine approved",1,0,gemini:gemini-2.0-flash
run_0025,Provide the events from latest to earliest.,order.reverse,"Stonewall Riots Begin, First Automobile Invented, First personal computer, Penicillin discovered, First GPS Satellite Launched, Euro currency introduced, Nixon ends gold standard, First Blog Published, First Container Ship Launched, First Autonomous Car Tested, First Charter School Law Passed, Luna 3 photographs Moon's far side, First Commercial Maglev Train, Perseverance rover lands on Mars, Equal Pay Act Signed, First TV transmission, Brown v. Board Decision, First Steam Locomotive Run, First malaria vaccine approved, Insulin discovered, Arab Spring begins","First Automobile Invented, Stonewall Riots Begin, First personal computer, Penicillin discovered, First GPS Satellite Launched, Euro currency introduced, Nixon ends gold standard, First Blog Published, First Container Ship Launched, First Autonomous Car Tested, First Charter School Law Passed, Luna 3 photographs Moon's far side, First Commercial Maglev Train, Perseverance rover lands on Mars, Equal Pay Act Signed, First TV transmission, Brown v. Board Decision, First Steam Locomotive Run, First malaria vaccine approved, Insulin discovered, Arab Spring begins","First Container Ship Launched, First malaria vaccine approved, First GPS Satellite Launched, Perseverance rover lands on Mars, First Commercial Maglev Train, First Charter School Law Passed, First Autonomous Car Tested, Luna 3 photographs Moon's far side, Equal Pay Act Signed, First TV transmission, First Steam Locomotive Run, Brown v. Board Decision, Nixon ends gold standard, First Blog Published, Insulin discovered, Arab Spring begins, First personal computer, First Automobile Invented, Stonewall Riots Begin, Penicillin discovered, Euro currency introduced",1,0,gemini:gemini-2.0-flash
run_0025,What is the 12th event chronologically?,order.nth,First Autonomous Car Tested,First Commercial Maglev Train,First Charter School Law Passed,0,0,gemini:gemini-2.0-flash
run_0025,How long did Luna 3 photographs Moon's far side last?,dur.single,9 days,9 days,9 days,1,1,gemini:gemini-2.0-flash
run_0025,What event had the maximum duration?,dur.longest,First Automobile Invented,Euro currency introduced,First Automobile Invented,0,1,gemini:gemini-2.0-flash
run_0025,Which event lasted the shortest?,dur.shortest,First Steam Locomotive Run,First Steam Locomotive Run,First Steam Locomotive Run,1,1,gemini:gemini-2.0-flash
run_0025,Did First Blog Published or Stonewall Riots Begin occur first?,order.first,First Blog Published,First Blog Published,First Blog Published,1,1,gemini:gemini-2.0-flash
run_0025,Which events are at the start and end of the timeline?,order.first_last,"Arab Spring begins, Stonewall Riots Begin","Arab Spring begins, First Automobile Invented","Penicillin discovered, First malaria vaccine approved",0,0,gemini:gemini-2.0-flash
run_0025,Name events that happened over 4 times.,count.over_x,,"Equal Pay Act Signed, First Blog Published, Nixon ends gold standard, Euro currency introduced, First GPS Satellite Launched",,0,1,gemini:gemini-2.0-flash
run_0025,List events that occurred equally often.,count.same,"Arab Spring begins, Insulin discovered, First malaria vaccine approved, First Steam Locomotive Run, Brown v. Board Decision, First TV transmission, Equal Pay Act Signed, Perseverance rover lands on Mars, First Commercial Maglev Train, Luna 3 photographs Moon's far side, First Charter School Law Passed, First Autonomous Car Tested, First Container Ship Launched, First Blog Published, Nixon ends gold standard, Euro currency introduced, First GPS Satellite Launched, Penicillin discovered, First personal computer, First Automobile Invented, Stonewall Riots Begin",,,0,0,gemini:gemini-2.0-flash
run_0025,How many days passed between Insulin discovered ending and Euro currency introduced starting?,int.between,288 days,289 days,3 days,1,0,gemini:gemini-2.0-flash
run_0025,Count of events in the timeline?,order.count,21,21,21,1,1,gemini:gemini-2.0-flash
run_0025,Which event is in the middle of the sequence?,order.middle,First Charter School Law Passed,First Container Ship Launched,First personal computer,0,0,gemini:gemini-2.0-flash
run_0025,What is the average duration of all events?,dur.average,14 days,13 days,13 days,1,1,gemini:gemini-2.0-flash
run_0025,Order the events by shortest to longest duration.,dur.each_asc,"First Steam Locomotive Run, First personal computer, First Commercial Maglev Train, First Charter School Law Passed, Arab Spring begins, First malaria vaccine approved, Luna 3 photographs Moon's far side, First Autonomous Car Tested, Penicillin discovered, Brown v. Board Decision, Stonewall Riots Begin, First Blog Published, Perseverance rover lands on Mars, Equal Pay Act Signed, First TV transmission, First Container Ship Launched, First GPS Satellite Launched, Nixon ends gold standard, Insulin discovered, Euro currency introduced, First Automobile Invented","First Steam Locomotive Run, First personal computer, First Autonomous Car Tested, Penicillin discovered, Arab Spring begins, Insulin discovered, Luna 3 photographs Moon's far side, First Blog Published, First Commercial Maglev Train, First Charter School Law Passed, Brown v. Board Decision, Perseverance rover lands on Mars, Equal Pay Act Signed, First TV transmission, First Container Ship Launched, Nixon ends gold standard, First GPS Satellite Launched, Euro currency introduced, First Automobile Invented","First Steam Locomotive Run, Nixon ends gold standard, Luna 3 photographs Moon's far side, First Autonomous Car Tested, First malaria vaccine approved, Penicillin discovered, Stonewall Riots Begin, Brown v. Board Decision, Perseverance rover lands on Mars, First Charter School Law Passed, Arab Spring begins, First Blog Published, Equal Pay Act Signed, First TV transmission, First Container Ship Launched, Insulin discovered, First Automobile Invented",0,0,gemini:gemini-2.0-flash
run_0025,List events with durations in descending order.,dur.each_desc,"First Automobile Invented, Euro currency introduced, Insulin discovered, Nixon ends gold standard, First GPS Satellite Launched, First TV transmission, First Container Ship Launched, Equal Pay Act Signed, Perseverance rover lands on Mars, First Blog Published, Brown v. Board Decision, Stonewall Riots Begin, Penicillin discovered, Arab Spring begins, First malaria vaccine approved, Luna 3 photographs Moon's far side, First Autonomous Car Tested, First Commercial Maglev Train, First Charter School Law Passed, First personal computer, First Steam Locomotive Run","First Container Ship Launched, Euro currency introduced, Nixon ends gold standard, Equal Pay Act Signed, First GPS Satellite Launched, First Blog Published, Perseverance rover lands on Mars, Luna 3 photographs Moon's far side, First Charter School Law Passed, First Autonomous Car Tested, Penicillin discovered, Brown v. Board Decision, First Commercial Maglev Train, First TV transmission, First malaria vaccine approved, Insulin discovered, First Automobile Invented, First Steam Locomotive Run","First Automobile Invented, Insulin discovered, Euro currency introduced, First GPS Satellite Launched, First Container Ship Launched, First TV transmission, Equal Pay Act Signed, Stonewall Riots Begin, Penicillin discovered, First Autonomous Car Tested, Luna 3 photographs Moon's far side, First malaria vaccine approved, Nixon ends gold standard, First Blog Published, Perseverance rover lands on Mars, Brown v. Board Decision, Arab Spring begins, First Charter School Law Passed, First Commercial Maglev Train, First Steam Locomotive Run",0,0,gemini:gemini-2.0-flash
run_0025,What are the time intervals between consecutive events?,int.between_consecutive,"6 days, 12 days, 19 days, 2 days, 19 days, 16 days, 3 days, 0 days, 2 days, 9 days, 17 days, 7 days, 8 days, 13 days, 2 days, 5 days, 0 days, 15 days, 10 days, 8 days","Insulin discovered to First malaria vaccine approved: 13 days
First malaria vaccine approved to First Steam Locomotive Run: 20 days
First Steam Locomotive Run to Brown v. Board Decision: 3 days
Brown v. Board Decision to First TV transmission: 19 days
First TV transmission to Equal Pay Act Signed: 17 days
Equal Pay Act Signed to Perseverance rover lands on Mars: 4 days
Perseverance rover lands on Mars to First Commercial Maglev Train: 1 days
First Commercial Maglev Train to Luna 3 photographs Moon's far side: 3 days
Luna 3 photographs Moon's far side to First Charter School Law Passed: 10 days
First Charter School Law Passed to First Autonomous Car Tested: 18 days
First Autonomous Car Tested to First Container Ship Launched: 7 days
First Container Ship Launched to First Blog Published: 9 days
First Blog Published to Nixon ends gold standard: 14 days
Nixon ends gold standard to Euro currency introduced: 3 days
Euro currency introduced to First GPS Satellite Launched: 5 days
First GPS Satellite Launched to Penicillin discovered: 1 days","14 days, 16 days, 11 days, 1 days, 3 days, 10 days, 18 days, 8 days, 9 days, 14 days, 6 days, 17 days, 20 days, 4 days, 3 days, 7 days, 13 days, 9 days, 3 days",0,0,gemini:gemini-2.0-flash
run_0025,Does First Steam Locomotive Run occur before Brown v. Board Decision?,int.precedes,yes,Yes,Yes,1,1,gemini:gemini-2.0-flash
